ID	Protein	Name
NZ_CM001632.1_3680	Can2	
NC_016640.1_3220	Can2	
NZ_CP013008.1_3158	Can2	
NZ_CP066886.1_3362	Can2	
2599437027	Can2	
WP_092128481.1	Can2	
WP_090622441.1	Can2	
WP_123903821.1	Can2	
WP_047789765.1	Can2	
NZ_LR134343.1_137	Can2	
WP_121016442.1	Can2	
NZ_CP060692.1_802	Can2	
NZ_CP047029.1_2276	Can2	
WP_040915573.1	Can2	
WP_126329405.1	Can2	
2539099883	Can2	
2539102190	Can2	
WP_002664653.1	Can2	
WP_002689128.1	Can2	
WP_187472249.1	Can2	
WP_158848510.1	Can2	
WP_106219649.1	Can2	
WP_203057808.1	Can2	
WP_100976559.1	Can2	
WP_033596866.1	Can2	
WP_156539401.1	Can2	
NZ_CP032097.1_2224	Can2	
WP_209508758.1	Can2	
NZ_CP060694.1_1396	Can2	
NZ_CP060692.1_1424	Can2	
NZ_CP036246.2_1179	Can2	
WP_152640288.1	Can2	
WP_130275956.1	Can2	
WP_118918039.1	Can2	
WP_135073826.1	Can2	
WP_001024614.1	Can2	
WP_151945735.1	Can2	
WP_151948568.1	Can2	
WP_066174367.1	Can2	
WP_152055398.1	Can2	
WP_152056941.1	Can2	
WP_046997768.1	Can2	
WP_047022204.1	Can2	
WP_046997389.1	Can2	
WP_152017678.1	Can2	
WP_109158712.1	Can2	
WP_138154318.1	Can2	
WP_148571548.1	Can2	
WP_141053774.1	Can2	
WP_187472617.1	Can2	
WP_187471483.1	Can2	
WP_141047606.1	Can2	
WP_198304743.1	Can2	
WP_066247448.1	Can2	
WP_066403901.1	Can2	
WP_207725332.1	Can2	
WP_176785995.1	Can2	
2523887525	Can2	
WP_038028886.1	Can2	
2697808872	Can2	
2701079020	Can2	
WP_100629773.1	Can2	
WP_132215821.1	Can2	
2693257320	Can2	
2596238975	Can2	
WP_092729333.1	Can2	
2595623058	Can2	
WP_111322184.1	Can2	
NZ_AP019796.1_1793	Can2	
NZ_AP019797.1_1795	Can2	
2701073557	Can2	
2717901412	Can2	
2798839255	Can2	
WP_050934918.1	Can2	
2692812040	Can2	
NC_016940.1_734	Can2	
NC_017464.1_1193	Can2	
NZ_CP071985.1_1444	Can2	
2752666890	Can2	
NZ_CP036246.2_1471	Can2	
WP_015691318.1	Can2	
WP_002659850.1	Can2	
WP_038144890.1	Can2	
WP_014560067.1	Can2	
NC_017742.1_1491	Can2	
WP_157351742.1	Can2	
WP_046998525.1	Can2	
NC_016940.1_14	Can2	
WP_066387922.1	Can2	
WP_037484520.1	Can2	
WP_220784289.1	Can2	
2512708027	Can2	
WP_014373020.1	Can2	
NC_014926.1_73	Can2	
2513836016	Can2	
2616859938	Can2	
WP_009057647.1	Can2	
WP_140211264.1	Can2	
WP_013536832.1	Can2	
2787471887	Can2	
WP_080614506.1	Can2	
WP_124398077.1	Can2	
WP_050932557.1	Can2	
WP_034695773.1	Can2	
WP_042427441.1	Can2	
NZ_CP059565.1_715	Can2	
WP_040668032.1	Can2	
WP_107813075.1	Can2	
2694163339	Can2	
NZ_CP032093.1_1240	Can2	
NZ_CP007264.1_986	Can2	
NZ_CP032912.1_489	Can2	
NZ_CP040504.1_1775	Can2	
WP_070454949.1	Can2	
NC_014752.1_467	Can2	
NZ_CP031325.1_636	Can2	
NZ_CP019894.1_17	Can2	
NZ_CP031253.1_1533	Can2	
NZ_CP031251.1_82	Can2	
WP_049254551.1	Can2	
WP_107993063.1	Can2	
WP_078363833.1	Can2	
651670912	Can2	
WP_004366837.1	Can2	
NC_014972.1_903	Can2	
WP_060974695.1	Can2	
NZ_CP040297.1_4876	Can2	
NZ_CP011308.1_1981	Can2	
WP_015723603.1	Can2	
NZ_CP065999.1_894	Can2	
WP_096556773.1	Can2	
WP_218236757.1	Can2	
WP_046551726.1	Can2	
NZ_LR134365.1_506	Can2	
WP_049261003.1	Can2	
WP_003784830.1	Can2	
WP_113954899.1	Can2	
NZ_CP034670.1_2477	Can2	
WP_040558145.1	Can2	
WP_048714670.1	Can2	
WP_040355051.1	Can2	
NZ_CP064653.1_3733	Can2	
NZ_CP072361.1_882	Can2	
NZ_CP059563.1_1858	Can2	
2638676257	Can2	
WP_126984103.1	Can2	
WP_153708711.1	Can2	
WP_153712016.1	Can2	
WP_064086077.1	Can2	
NZ_CP033381.1_532	Can2	
NZ_CP070494.1_453	Can2	
WP_196435409.1	Can2	
NC_015572.1_324	Can2	
WP_153160149.1	Can2	
NZ_CP040463.1_1750	Can2	
2526224091	Can2	
2587132154	Can2	
2587139244	Can2	
2602566042	Can2	
WP_219403038.1	Can2	
WP_024999483.1	Can2	
WP_211806956.1	Can2	
WP_025067540.1	Can2	
WP_036854344.1	Can2	
WP_027021907.1	Can2	
WP_192377141.1	Can2	
WP_020484594.1	Can2	
WP_026602316.1	Can2	
WP_033155868.1	Can2	
WP_101051997.1	Can2	
WP_171696669.1	Can2	
WP_205452982.1	Can2	
NZ_CP049885.1_1719	Can2	
WP_136491100.1	Can2	
WP_037585338.1	Can2	
WP_013817052.1	Can2	
WP_064008432.1	Can2	
WP_064038076.1	Can2	
WP_027622890.1	Can2	
WP_007475278.1	Can2	
WP_138323881.1	Can2	
2528765957	Can2	
2587120150	Can2	
WP_025884142.1	Can2	
NZ_CP014360.1_3714	Can2	
WP_192392000.1	Can2	
WP_166159301.1	Can2	
WP_153114667.1	Can2	
WP_153149294.1	Can2	
WP_034292341.1	Can2	
WP_064022802.1	Can2	
WP_205202212.1	Can2	
2798799806	Can2	
WP_071155771.1	Can2	
WP_088179368.1	Can2	
WP_153145532.1	Can2	
WP_003521386.1	Can2	
WP_207574849.1	Can2	
WP_028601041.1	Can2	
NZ_LR590477.1_1136	Can2	
WP_148577753.1	Can2	
WP_189398681.1	Can2	
WP_121459125.1	Can2	
WP_062423405.1	Can2	
NZ_CP051499.1_914	Can2	
WP_220907379.1	Can2	
WP_168526862.1	Can2	
WP_206198773.1	Can2	
WP_029452506.1	Can2	
WP_114827049.1	Can2	
WP_207710865.1	Can2	
WP_132770415.1	Can2	
NZ_CP059569.1_1442	Can2	
NZ_LT906662.1_302	Can2	
WP_218028743.1	Can2	
NC_014960.1_2846	Can2	
WP_182120788.1	Can2	
NC_014960.1_2448	Can2	
NC_010175.1_2630	Can2	
NC_012032.1_2620	Can2	
WP_211639262.1	Can2	
WP_013560836.1	Can2	
WP_062196272.1	Can2	
NZ_CP029344.1_783	Can2	
WP_056170460.1	Can2	
WP_054521403.1	Can2	
WP_054522157.1	Can2	
WP_127803965.1	Can2	
NZ_CP038159.1_756	Can2	
WP_075063699.1	Can2	
2503874726	Can2	
WP_007573134.1	Can2	
NC_009523.1_1584	Can2	
WP_172634633.1	Can2	
WP_112428675.1	Can2	
NC_018870.1_2509	Can2	
NZ_CP043617.1_2078	Can2	
NZ_AP018184.1_3680	Can2	
NZ_CP068082.1_4396	Can2	
NC_007492.2_3455	Can2	
NZ_CP013015.1_1124	Can2	
WP_062188870.1	Can2	
NC_017464.1_1067	Can2	
WP_025871559.1	Can2	
WP_035586378.1	Can2	
NC_015177.1_1192	Can2	
NZ_CP013210.1_1688	Can2	
NZ_CP043634.1_1932	Can2	
NZ_CP040908.1_2269	Can2	
NZ_LR590484.1_4430	Can2	
NZ_CP019158.1_2816	Can2	
NZ_CP021381.1_2416	Can2	
NC_015277.1_4038	Can2	
NZ_CP049333.1_3260	Can2	
NZ_CP068223.1_2276	Can2	
NZ_CP068224.1_2424	Can2	
NZ_CP058555.1_1787	Can2	
NZ_CP068086.1_519	Can2	
NZ_CP068089.1_4316	Can2	
NZ_CP069793.1_2412	Can2	
NZ_CP068084.1_4100	Can2	
NZ_CP068083.1_4020	Can2	
WP_173841317.1	Can2	
WP_195979513.1	Can2	
NZ_CP066166.1_4187	Can2	
NZ_CP009278.1_2435	Can2	
NZ_CP025791.1_4462	Can2	
NZ_CP049246.1_2394	Can2	
NZ_LT906468.1_2075	Can2	
NZ_CP013118.1_1136	Can2	
NZ_CP058306.1_2290	Can2	
NZ_CP059567.1_1419	Can2	
WP_182121445.1	Can2	
NZ_CP050534.1_332	Can2	
NZ_CP047614.1_1789	Can2	
NC_022244.1_38	Can2	
NZ_CP012805.1_38	Can2	
NZ_LR594037.1_38	Can2	
NZ_CP028481.1_1877	Can2	
NC_011333.1_957	Can2	
WP_211228124.1	Can2	
NZ_CP045067.1_1460	Can2	
NZ_AP018246.1_25	Can2	
NZ_LR590470.1_2942	Can2	
WP_011229147.1	Can1	TtCan1
WP_024119874.1	Can1	
WP_038066125.1	Can1	
WP_143591921.1	Can1	
WP_011174454.1	Can1	
WP_117237739.1	Can1	
WP_135343886.1	Can1	
WP_152560730.1	Can1	
WP_093006939.1	Can1	
NC_017739.1_912	Can1	
NC_017379.1_921	Can1	
NZ_CP032471.1_486	Can1	
NZ_CP032472.1_485	Can1	
NZ_CP032898.1_483	Can1	
NZ_CP051502.1_460	Can1	
WP_001043497.1	Can1	
WP_180371281.1	Can1	
WP_181225247.1	Can1	
WP_100999433.1	Can1	
WP_121086555.1	Can1	
WP_021304361.1	Can1	
WP_080358579.1	Can1	
WP_151232423.1	Can1	
WP_001043498.1	Can1	
WP_001043499.1	Can1	
WP_202169779.1	Can1	
WP_001043496.1	Can1	
WP_180339230.1	Can1	
WP_154802109.1	Can1	
WP_198799539.1	Can1	
WP_057005987.1	Can1	
WP_095057981.1	Can1	
NZ_LT855380.1_2922	Can1	
WP_201180306.1	Can1	
WP_088235359.1	Can1	
WP_219853885.1	Can1	
WP_122709018.1	Can1	
NC_017549.1_1366	Can1	
NZ_CP008739.1_1492	Can1	
NZ_CP014999.1_4946	Can1	
NZ_CP015002.1_4846	Can1	
NZ_CP015003.1_5167	Can1	
NZ_LT883143.1_4717	Can1	
NZ_CP046405.1_4496	Can1	
NZ_CP049957.1_372	Can1	
NZ_CP054623.1_4061	Can1	
NZ_CP065412.1_4857	Can1	
NZ_CP073080.1_5069	Can1	
NC_010002.1_4340	Can1	
NZ_CP065695.1_4988	Can1	
NZ_CP044131.1_2009	Can1	
NZ_CP048832.1_1859	Can1	
WP_124211835.1	Can1	
WP_052150236.1	Can1	
WP_199556675.1	Can1	
WP_088139507.1	Can1	
WP_101529360.1	Can1	
WP_147120929.1	Can1	
WP_219662611.1	Can1	
WP_132502207.1	Can1	
WP_052147251.1	Can1	
WP_088142973.1	Can1	
WP_050159733.1	Can1	
WP_053461204.1	Can1	
WP_164081941.1	Can1	
WP_052449168.1	Can1	
WP_050162230.1	Can1	
WP_026383933.1	Can1	
WP_153425800.1	Can1	
WP_054910545.1	Can1	
NZ_CP049321.1_23	Can1	
WP_049794644.1	Can1	
WP_101147653.1	Can1	
NZ_CP007509.1_2015	Can1	
WP_169850805.1	Can1	
WP_165107571.1	Can1	
WP_038659627.1	Can1	
WP_093257379.1	Can1	
WP_194289215.1	Can1	
WP_169873130.1	Can1	
NZ_CP011508.1_2683	Can1	
WP_139347042.1	Can1	
WP_148118326.1	Can1	
WP_147176494.1	Can1	
WP_107022676.1	Can1	
WP_025166987.1	Can1	
WP_056679968.1	Can1	
WP_182407270.1	Can1	
NC_010170.1_4339	Can1	
NC_015572.1_2311	Can1	
WP_191624155.1	Can1	
WP_081960188.1	Can1	
WP_033936268.1	Can1	
WP_012251130.1	Can1	
WP_180189402.1	Can1	
NZ_CP065999.1_326	Can1	
WP_218824120.1	Can1	
WP_025827235.1	Can1	
WP_202205835.1	Can1	
WP_043545366.1	Can1	
WP_201742854.1	Can1	
NZ_CP004387.1_528	Can1	
WP_176375028.1	Can1	
WP_193558215.1	Can1	
WP_075492899.1	Can1	
WP_193551747.1	Can1	
WP_072215073.1	Can1	
WP_156852692.1	Can1	
WP_003783769.1	Can1	
WP_041972388.1	Can1	
WP_024941615.1	Can1	
WP_186305371.1	Can1	
WP_028315144.1	Can1	
WP_041025920.1	Can1	
WP_100731866.1	Can1	
WP_180163356.1	Can1	
WP_168379981.1	Can1	
WP_186306891.1	Can1	
NZ_CP009227.1_1062	Can1	
WP_208335070.1	Can1	
WP_130527824.1	Can1	
WP_044014522.1	Can1	
WP_198544175.1	Can1	
WP_140322780.1	Can1	
WP_029841672.1	Can1	
WP_069520427.1	Can1	
WP_101945224.1	Can1	
WP_102590400.1	Can1	
WP_083119490.1	Can1	
NZ_CP055325.1_4764	Can1	
WP_023403897.1	Can1	
WP_108479643.1	Can1	
WP_045620706.1	Can1	
WP_060854656.1	Can1	
WP_125292339.1	Can1	
WP_185228889.1	Can1	
WP_080828743.1	Can1	
WP_152931446.1	Can1	
WP_071170680.1	Can1	
WP_153733834.1	Can1	
WP_210849173.1	Can1	
WP_001963865.1	Can1	
WP_080922628.1	Can1	
WP_032435833.1	Can1	
WP_214179419.1	Can1	
WP_177340619.1	Can1	
WP_064153574.1	Can1	
WP_200442839.1	Can1	
WP_189433651.1	Can1	
WP_169040154.1	Can1	
WP_039183647.1	Can1	
WP_087534435.1	Can1	
WP_169940375.1	Can1	
NZ_CP047455.1_1992	Can1	
NZ_CP047461.1_1992	Can1	
NZ_CP058119.1_11	Can1	
NZ_CP056712.1_184	Can1	
NZ_CP023893.1_165	Can1	
NZ_CP051549.1_52	Can1	
NZ_CP028974.1_1830	Can1	
WP_086224891.1	Can1	
WP_085660739.1	Can1	
WP_175570047.1	Can1	
WP_199029880.1	Can1	
WP_155983238.1	Can1	
WP_161499037.1	Can1	
WP_222933307.1	Can1	
WP_165078129.1	Can1	
WP_129639996.1	Can1	
WP_156203661.1	Can1	
WP_185780645.1	Can1	
WP_050771863.1	Can1	
WP_008266170.1	Can1	
WP_052158492.1	Can1	
NC_017278.1_227	Can1	
NZ_CP010822.1_1838	Can1	
